Batch,IoU,Dice Coefficient,Pixel Accuracy
Batch_425,0.07754489034414291,0.138999804854393,0.9808311462402344
Batch_426,0.18908746540546417,0.31615638732910156,0.9819107055664062
Batch_427,0.1977580189704895,0.32972341775894165,0.9811668395996094
Batch_428,0.14795976877212524,0.25404155254364014,0.9786033630371094
Batch_429,0.16901752352714539,0.2863517999649048,0.9820308685302734
Batch_430,0.15060292184352875,0.25541093945503235,0.9799365997314453
Batch_431,0.16278484463691711,0.27865445613861084,0.9795169830322266
Batch_432,0.17187246680259705,0.28866487741470337,0.9815406799316406
Batch_433,0.18110866844654083,0.306147962808609,0.9791107177734375
Batch_434,0.16907943785190582,0.27747786045074463,0.9803123474121094
Batch_435,0.18774838745594025,0.3126721978187561,0.9808750152587891
Batch_436,0.1976705640554428,0.31986385583877563,0.9835948944091797
Batch_437,0.16704243421554565,0.2781994342803955,0.9827690124511719
Batch_438,0.20490387082099915,0.33858567476272583,0.9824142456054688
Batch_439,0.17063301801681519,0.28212758898735046,0.9823722839355469
Batch_440,0.17466038465499878,0.29451948404312134,0.9798069000244141
Batch_441,0.1887487769126892,0.31519967317581177,0.9803123474121094
Batch_442,0.1983734369277954,0.33079808950424194,0.9824428558349609
Batch_443,0.22903278470039368,0.36290407180786133,0.9813404083251953
Batch_444,0.16187791526317596,0.27518585324287415,0.9809627532958984
Batch_445,0.16757068037986755,0.28416943550109863,0.9809074401855469
Batch_446,0.18693551421165466,0.3073158264160156,0.9821300506591797
Batch_447,0.17806541919708252,0.29967886209487915,0.9809761047363281
Batch_448,0.14383210241794586,0.24966326355934143,0.9798526763916016
Batch_449,0.16918009519577026,0.28762829303741455,0.9804935455322266
Batch_450,0.13526910543441772,0.23567552864551544,0.9788494110107422
Batch_451,0.2164851427078247,0.354240745306015,0.9810047149658203
Batch_452,0.1670074313879013,0.2785188555717468,0.9791431427001953
Batch_453,0.15476545691490173,0.26301488280296326,0.9807415008544922
Batch_454,0.18645590543746948,0.3096662759780884,0.9823150634765625
Batch_455,0.19201983511447906,0.3203677535057068,0.9817085266113281
Batch_456,0.2071830928325653,0.34229984879493713,0.9811782836914062
Batch_457,0.23788820207118988,0.38371312618255615,0.9827690124511719
Batch_458,0.16091513633728027,0.2757837772369385,0.9796161651611328
Batch_459,0.23103882372379303,0.37439149618148804,0.9814090728759766
Batch_460,0.15868498384952545,0.2676432728767395,0.9814510345458984
Batch_461,0.181339830160141,0.3052293062210083,0.9826698303222656
Batch_462,0.2651205062866211,0.4185217022895813,0.98480224609375
Batch_463,0.20986710488796234,0.34146547317504883,0.9815273284912109
Batch_464,0.22868750989437103,0.36875179409980774,0.9831809997558594
Batch_465,0.1985873281955719,0.3284778892993927,0.9810123443603516
Batch_466,0.17079463601112366,0.2890007495880127,0.9788436889648438
Batch_467,0.19801391661167145,0.3261764645576477,0.9807815551757812
Batch_468,0.1746920496225357,0.2931848168373108,0.9811668395996094
Batch_469,0.2431105673313141,0.3899936079978943,0.9843254089355469
Batch_470,0.17378026247024536,0.293445885181427,0.9806499481201172
Batch_471,0.19851955771446228,0.3279772102832794,0.9816188812255859
Batch_472,0.2440282106399536,0.38240766525268555,0.9832172393798828
Batch_473,0.1549033671617508,0.26463770866394043,0.9816856384277344
Batch_474,0.22457489371299744,0.3615787625312805,0.9813041687011719
Batch_475,0.14421303570270538,0.24946229159832,0.9802017211914062
Batch_476,0.17048043012619019,0.28903505206108093,0.9805431365966797
Batch_477,0.17755627632141113,0.29370439052581787,0.9818687438964844
Batch_478,0.2241821438074112,0.36537250876426697,0.9832630157470703
Batch_479,0.19451645016670227,0.31987282633781433,0.9818382263183594
Batch_480,0.17014208436012268,0.2817738652229309,0.981414794921875
Batch_481,0.2435533106327057,0.38979485630989075,0.9825229644775391
Batch_482,0.18789935111999512,0.31345850229263306,0.9795360565185547
Batch_483,0.20470353960990906,0.33695292472839355,0.9808712005615234
Batch_484,0.17564861476421356,0.295958936214447,0.9802379608154297
Batch_485,0.16157002747058868,0.27798372507095337,0.9804096221923828
Batch_486,0.1528024822473526,0.2616870701313019,0.9784984588623047
Batch_487,0.16456475853919983,0.28132230043411255,0.982177734375
Batch_488,0.1932460367679596,0.32243162393569946,0.9812030792236328
Batch_489,0.1854565441608429,0.31203001737594604,0.9799156188964844
Batch_490,0.18213069438934326,0.30587780475616455,0.9814128875732422
Batch_491,0.1865917146205902,0.3144906163215637,0.98004150390625
Batch_492,0.20683817565441132,0.3418852388858795,0.9818859100341797
Batch_493,0.1769503653049469,0.29848378896713257,0.9814682006835938
Batch_494,0.15652625262737274,0.2645558714866638,0.9797687530517578
Batch_495,0.18905489146709442,0.31737780570983887,0.9806766510009766
Batch_496,0.18625301122665405,0.3136063814163208,0.9808254241943359
Batch_497,0.28431203961372375,0.4422649145126343,0.9850616455078125
Batch_498,0.10992348194122314,0.19681599736213684,0.9809951782226562
Batch_499,0.1899074912071228,0.31284278631210327,0.9824924468994141
Batch_500,0.24227164685726166,0.3872869908809662,0.9827671051025391
Batch_501,0.11305736005306244,0.19628465175628662,0.9793357849121094
Batch_502,0.15919014811515808,0.27426546812057495,0.9804363250732422
Batch_503,0.16365021467208862,0.27535563707351685,0.9808387756347656
Batch_504,0.2551913261413574,0.40533211827278137,0.9823493957519531
Batch_505,0.1704026311635971,0.2874149680137634,0.979034423828125
Batch_506,0.13962890207767487,0.22320905327796936,0.9799251556396484
Batch_507,0.21615347266197205,0.3547048568725586,0.9799232482910156
Batch_508,0.21727290749549866,0.35673606395721436,0.9835224151611328
Batch_509,0.216539666056633,0.35560333728790283,0.9812602996826172
Batch_510,0.13363519310951233,0.23493807017803192,0.9801292419433594
Batch_511,0.19274955987930298,0.3165925145149231,0.9821605682373047
Batch_512,0.19175150990486145,0.317916601896286,0.98004150390625
Batch_513,0.16996267437934875,0.28305530548095703,0.9801712036132812
Batch_514,0.22159188985824585,0.3613741993904114,0.9831390380859375
Batch_515,0.16588470339775085,0.2806844711303711,0.9806365966796875
Batch_516,0.19261708855628967,0.32047462463378906,0.9790229797363281
Batch_517,0.17281481623649597,0.2943286895751953,0.9813766479492188
Batch_518,0.24843311309814453,0.390873521566391,0.9839344024658203
Batch_519,0.22478891909122467,0.3607310652732849,0.9832992553710938
Batch_520,0.2600727379322052,0.4094758629798889,0.9817256927490234
Batch_521,0.20362648367881775,0.3371548056602478,0.9810981750488281
Batch_522,0.2288113534450531,0.3710692822933197,0.9833450317382812
Batch_523,0.2633453607559204,0.4122312664985657,0.9835395812988281
Batch_524,0.269652396440506,0.4163428843021393,0.9852523803710938
Batch_525,0.21385495364665985,0.3515310287475586,0.9838733673095703
Batch_526,0.20705574750900269,0.3422051668167114,0.9825420379638672
Batch_527,0.24717989563941956,0.39440086483955383,0.9849586486816406
Batch_528,0.24543653428554535,0.39134079217910767,0.9846935272216797
Batch_529,0.11487706750631332,0.20410679280757904,0.9787979125976562
Batch_530,0.2755747437477112,0.4205968379974365,0.9851970672607422
Batch_531,0.39091235399246216,0.5612578392028809,0.9884757995605469
Batch_532,0.3049871623516083,0.4585611820220947,0.9850730895996094
Batch_533,0.2963710427284241,0.4560123085975647,0.9862880706787109
Batch_534,0.2764524817466736,0.4225282669067383,0.9852390289306641
Batch_535,0.31839248538017273,0.47997090220451355,0.9869041442871094
Batch_536,0.3341645300388336,0.4952196776866913,0.9866771697998047
Batch_537,0.3668007254600525,0.5129477381706238,0.9865570068359375
Batch_538,0.3324944078922272,0.4982295036315918,0.9856414794921875
Batch_539,0.3047735095024109,0.46510639786720276,0.9859695434570312
Batch_540,0.18942800164222717,0.3182770013809204,0.9818878173828125
Batch_541,0.26530033349990845,0.4092595875263214,0.9854049682617188
Batch_542,0.29035016894340515,0.44425833225250244,0.9837570190429688
Batch_543,0.12608912587165833,0.2223808467388153,0.9776382446289062
Batch_544,0.14054985344409943,0.2433202862739563,0.9812984466552734
Batch_545,0.22915741801261902,0.36674514412879944,0.9841556549072266
Batch_546,0.22016921639442444,0.3521258533000946,0.9826889038085938
Batch_547,0.20001447200775146,0.3298773467540741,0.9823760986328125
Batch_548,0.2548902630805969,0.39008206129074097,0.9837970733642578
Batch_549,0.3774210214614868,0.5417543053627014,0.9869594573974609
Batch_550,0.32120269536972046,0.4839704632759094,0.9869766235351562
Batch_551,0.32591575384140015,0.48529207706451416,0.9853496551513672
Batch_552,0.2266855388879776,0.36640340089797974,0.983551025390625
Batch_553,0.21158596873283386,0.3380994200706482,0.9814033508300781
Batch_554,0.25091689825057983,0.393307626247406,0.9826335906982422
Batch_555,0.2956618368625641,0.4533812999725342,0.9848709106445312
Batch_556,0.24024465680122375,0.3637120723724365,0.9864025115966797
Batch_557,0.2594939172267914,0.39243578910827637,0.9840984344482422
Batch_558,0.3234453499317169,0.485344260931015,0.9864158630371094
Batch_559,0.22209587693214417,0.35514992475509644,0.9848766326904297
Batch_560,0.22405675053596497,0.3606177568435669,0.9841480255126953
Batch_561,0.24672386050224304,0.3891955018043518,0.9839801788330078
Batch_562,0.2904947102069855,0.44798386096954346,0.9861469268798828
Batch_563,0.2663530707359314,0.416016161441803,0.9827651977539062
Batch_564,0.3343050181865692,0.4988687038421631,0.9867305755615234
Batch_565,0.20785264670848846,0.3368428647518158,0.9828433990478516
Batch_566,0.37145358324050903,0.5385497808456421,0.9853763580322266
Batch_567,0.2669336795806885,0.41552412509918213,0.9837436676025391
Batch_568,0.17879346013069153,0.2991308569908142,0.9817142486572266
Batch_569,0.1797960102558136,0.3007650375366211,0.9810085296630859
Batch_570,0.25174444913864136,0.40024808049201965,0.9823989868164062
Batch_571,0.2460995465517044,0.3782455325126648,0.9823055267333984
Batch_572,0.164041206240654,0.2730913460254669,0.9815998077392578
Batch_573,0.2408772110939026,0.37793418765068054,0.9822216033935547
Batch_574,0.21518182754516602,0.3506627678871155,0.9831008911132812
Batch_575,0.2808675169944763,0.4371427297592163,0.9851779937744141
Batch_576,0.3239859640598297,0.47422853112220764,0.9886913299560547
Batch_577,0.2844504714012146,0.44135457277297974,0.9820384979248047
Batch_578,0.24557140469551086,0.3912871479988098,0.9835758209228516
Batch_579,0.21378329396247864,0.3501793444156647,0.982513427734375
Batch_580,0.1919335573911667,0.32193607091903687,0.9860343933105469
Batch_581,0.26489555835723877,0.41162967681884766,0.9863567352294922
Batch_582,0.2931481599807739,0.45099303126335144,0.9856834411621094
Batch_583,0.1852719783782959,0.30744633078575134,0.9760704040527344
Batch_584,0.16318123042583466,0.2755888104438782,0.9795475006103516
Batch_585,0.21754415333271027,0.3549347519874573,0.9822616577148438
Batch_586,0.19816380739212036,0.32932376861572266,0.9828338623046875
Batch_587,0.16897457838058472,0.28292733430862427,0.9807357788085938
Batch_588,0.2617174983024597,0.41388052701950073,0.9842720031738281
Batch_589,0.20583024621009827,0.33862119913101196,0.9789505004882812
Batch_590,0.24575066566467285,0.39406728744506836,0.9787845611572266
Batch_591,0.32101279497146606,0.4825148582458496,0.9868259429931641
Batch_592,0.2677523195743561,0.4136771261692047,0.9857177734375
Batch_593,0.22660726308822632,0.3666124939918518,0.9828605651855469
Batch_594,0.21209940314292908,0.3464930057525635,0.9819717407226562
Batch_595,0.15936115384101868,0.2741599380970001,0.9823837280273438
Batch_596,0.2071489542722702,0.34027308225631714,0.9833011627197266
Batch_597,0.22062762081623077,0.35860514640808105,0.9837417602539062
Batch_598,0.23245570063591003,0.37168604135513306,0.9831562042236328
Batch_599,0.2412928193807602,0.38415151834487915,0.9847831726074219
Batch_600,0.2024269551038742,0.3309386372566223,0.9837436676025391
Batch_601,0.23451440036296844,0.3790139853954315,0.9847583770751953
Batch_602,0.224220871925354,0.36080288887023926,0.9842700958251953
Batch_603,0.29217082262039185,0.4509843587875366,0.9862632751464844
Batch_604,0.23446202278137207,0.3721214532852173,0.9818019866943359
Batch_605,0.2115611582994461,0.33625125885009766,0.9846305847167969
Batch_606,0.1841430962085724,0.3047676086425781,0.9851264953613281
Batch_607,0.19604569673538208,0.31856417655944824,0.9825992584228516
Batch_608,0.14946819841861725,0.2595304846763611,0.9817180633544922
Batch_609,0.24569149315357208,0.3857545256614685,0.985260009765625
Batch_610,0.21113450825214386,0.3434627056121826,0.980987548828125
Batch_611,0.2533535957336426,0.39794930815696716,0.9854545593261719
Batch_612,0.21273374557495117,0.3291042149066925,0.9832477569580078
Batch_613,0.2889310419559479,0.44423559308052063,0.9843349456787109
Batch_614,0.2224617749452591,0.36058032512664795,0.9856281280517578
Batch_615,0.25537630915641785,0.3972790837287903,0.9847946166992188
Batch_616,0.18252965807914734,0.3023984432220459,0.9826374053955078
Batch_617,0.23536819219589233,0.375222772359848,0.9807929992675781
Batch_618,0.16775241494178772,0.2867859899997711,0.97900390625
Batch_619,0.20606854557991028,0.3388230502605438,0.9781627655029297
Batch_620,0.22945919632911682,0.3715895414352417,0.9793586730957031
Batch_621,0.2325846254825592,0.3761066198348999,0.9787425994873047
Batch_622,0.32867521047592163,0.49204856157302856,0.9825534820556641
Batch_623,0.17905157804489136,0.3027926981449127,0.9783382415771484
Batch_624,0.23278392851352692,0.3739057183265686,0.9823284149169922
Batch_625,0.2866523265838623,0.43296629190444946,0.9842948913574219
Batch_626,0.18492931127548218,0.29938486218452454,0.9811420440673828
Batch_627,0.2736576497554779,0.41905277967453003,0.9867954254150391
Batch_628,0.27765190601348877,0.427284300327301,0.9857063293457031
Batch_629,0.25823506712913513,0.40431031584739685,0.9844150543212891
Batch_630,0.3635782301425934,0.5306736826896667,0.9875450134277344
Batch_631,0.30043384432792664,0.4575170874595642,0.9866924285888672
Batch_632,0.2177293300628662,0.35320916771888733,0.9847373962402344
Batch_633,0.2970542907714844,0.4552763104438782,0.9860477447509766
Batch_634,0.29648566246032715,0.45231086015701294,0.9851493835449219
Batch_635,0.2918802797794342,0.45127424597740173,0.9861583709716797
Batch_636,0.29728636145591736,0.44824841618537903,0.9854450225830078
Batch_637,0.22232431173324585,0.3588648736476898,0.98089599609375
Batch_638,0.27326130867004395,0.4289567172527313,0.9805660247802734
Batch_639,0.3187768757343292,0.47962599992752075,0.9828777313232422
Batch_640,0.1822323501110077,0.3061879277229309,0.9814720153808594
Batch_641,0.2671698033809662,0.41289809346199036,0.9809188842773438
Batch_642,0.3004534840583801,0.4615531265735626,0.9850063323974609
Batch_643,0.2637684643268585,0.393196165561676,0.9838619232177734
Batch_644,0.30137425661087036,0.4622027277946472,0.9863166809082031
Batch_645,0.18425938487052917,0.3104709982872009,0.9803962707519531
Batch_646,0.2022133320569992,0.3348308801651001,0.9807147979736328
Batch_647,0.31967318058013916,0.48409736156463623,0.9870395660400391
Batch_648,0.3260858952999115,0.488584041595459,0.9862537384033203
Batch_649,0.21768605709075928,0.3520834147930145,0.9830570220947266
Batch_650,0.20809191465377808,0.34164977073669434,0.9840564727783203
Batch_651,0.26336437463760376,0.41428396105766296,0.9869022369384766
Batch_652,0.43283239006996155,0.5991789698600769,0.9898090362548828
Batch_653,0.4280834197998047,0.5972578525543213,0.9894161224365234
Batch_654,0.3041187822818756,0.4599711000919342,0.9847831726074219
Batch_655,0.31071966886520386,0.47358787059783936,0.98736572265625
Batch_656,0.3342526853084564,0.5008196830749512,0.9872608184814453
Batch_657,0.20525763928890228,0.3389652967453003,0.9785060882568359
Batch_658,0.26663777232170105,0.41886627674102783,0.9795913696289062
Batch_659,0.1880773901939392,0.3114003539085388,0.9771804809570312
Batch_660,0.15907704830169678,0.27294260263442993,0.9740390777587891
Batch_661,0.19316314160823822,0.3107050061225891,0.9800739288330078
Batch_662,0.13263817131519318,0.23379896581172943,0.9752655029296875
Batch_663,0.1989462822675705,0.3293973207473755,0.9766025543212891
Batch_664,0.175329327583313,0.2924354076385498,0.9762420654296875
Batch_665,0.1821584403514862,0.30729931592941284,0.9751911163330078
Batch_666,0.22190861403942108,0.3627364933490753,0.9763011932373047
Batch_667,0.23337459564208984,0.37518510222435,0.9778861999511719
Batch_668,0.13080188632011414,0.2312009334564209,0.9760379791259766
Batch_669,0.12480968236923218,0.22072672843933105,0.9715824127197266
Batch_670,0.2102619707584381,0.34422051906585693,0.9769153594970703
Batch_671,0.17997655272483826,0.30435991287231445,0.9770717620849609
Batch_672,0.21666720509529114,0.354451984167099,0.9769725799560547
Batch_673,0.191884383559227,0.32141104340553284,0.9765872955322266
Batch_674,0.22291874885559082,0.3557467460632324,0.9735774993896484
Batch_675,0.23061266541481018,0.36948221921920776,0.9755706787109375
Batch_676,0.15826305747032166,0.2700032591819763,0.9766445159912109
Batch_677,0.13839812576770782,0.23593218624591827,0.9807624816894531
Batch_678,0.13124804198741913,0.22602128982543945,0.9738044738769531
Batch_679,0.1532968133687973,0.26191073656082153,0.9788494110107422
Batch_680,0.1692655086517334,0.28669944405555725,0.9782543182373047
Batch_681,0.18736222386360168,0.31505584716796875,0.9757003784179688
Batch_682,0.1872899830341339,0.3091491460800171,0.9782028198242188
Batch_683,0.20583203434944153,0.34129464626312256,0.9776210784912109
Batch_684,0.1267935037612915,0.21868370473384857,0.9762001037597656
Batch_685,0.16784919798374176,0.28706952929496765,0.9776821136474609
Batch_686,0.163019597530365,0.27832841873168945,0.9752445220947266
Batch_687,0.11892328411340714,0.21202397346496582,0.9756011962890625
Batch_688,0.16573624312877655,0.2823447287082672,0.9758586883544922
Batch_689,0.2042517215013504,0.33826521039009094,0.9754180908203125
Batch_690,0.1489943414926529,0.25766831636428833,0.9752044677734375
Batch_691,0.1512952595949173,0.25994208455085754,0.9738750457763672
Batch_692,0.15567375719547272,0.2690809965133667,0.9828433990478516
Batch_693,0.13875825703144073,0.24217212200164795,0.9770584106445312
Batch_694,0.17827856540679932,0.3024681508541107,0.9752178192138672
Batch_695,0.16404636204242706,0.28000450134277344,0.9773540496826172
Batch_696,0.2170790433883667,0.35670894384384155,0.9769020080566406
Batch_697,0.1662164032459259,0.2837930917739868,0.9743881225585938
Batch_698,0.23325908184051514,0.37315547466278076,0.9798583984375
Batch_699,0.19100002944469452,0.32044047117233276,0.9782371520996094
Batch_700,0.1705501228570938,0.28970518708229065,0.9756126403808594
Batch_701,0.26982271671295166,0.4241000711917877,0.980865478515625
Batch_702,0.20249249041080475,0.3356611728668213,0.9794921875
Batch_703,0.2087087780237198,0.3447328805923462,0.9767837524414062
Batch_704,0.21146605908870697,0.34857606887817383,0.9772167205810547
Batch_705,0.17122018337249756,0.29128706455230713,0.9761905670166016
Batch_706,0.1212674081325531,0.2147129774093628,0.9750213623046875
Batch_707,0.148569256067276,0.2578774690628052,0.9780006408691406
Batch_708,0.15763282775878906,0.27035486698150635,0.9748039245605469
Batch_709,0.10760244727134705,0.1888527125120163,0.9752483367919922
Batch_710,0.1560453176498413,0.26585280895233154,0.9744949340820312
Batch_711,0.18172167241573334,0.307439923286438,0.9763698577880859
Batch_712,0.22278110682964325,0.35691240429878235,0.9797458648681641
Batch_713,0.19498372077941895,0.3202390968799591,0.9733371734619141
Batch_714,0.22511596977710724,0.36049580574035645,0.9749202728271484
Batch_715,0.198693186044693,0.33001118898391724,0.9776039123535156
Batch_716,0.22755897045135498,0.36628496646881104,0.9769783020019531
Batch_717,0.2235458642244339,0.3620656132698059,0.9776897430419922
Batch_718,0.22980661690235138,0.3711877167224884,0.9788074493408203
Batch_719,0.18491412699222565,0.3111835718154907,0.9751777648925781
Batch_720,0.25247982144355774,0.40208327770233154,0.979278564453125
Batch_721,0.2972695231437683,0.4578084945678711,0.9792823791503906
Batch_722,0.1908699870109558,0.3179299235343933,0.9727687835693359
Batch_723,0.1622871458530426,0.27118274569511414,0.9784584045410156
Batch_724,0.24357564747333527,0.39080721139907837,0.97698974609375
Batch_725,0.17308014631271362,0.29500484466552734,0.9746818542480469
Batch_726,0.1916848123073578,0.3201555013656616,0.9784832000732422
Batch_727,0.1743427813053131,0.2946358919143677,0.9760990142822266
Batch_728,0.24063162505626678,0.3845263719558716,0.9792728424072266
Batch_729,0.23917262256145477,0.38095778226852417,0.9799900054931641
Batch_730,0.2426680624485016,0.3876112699508667,0.9794044494628906
Batch_731,0.22728446125984192,0.36506539583206177,0.9823074340820312
Batch_732,0.20359626412391663,0.3353577256202698,0.9803504943847656
Batch_733,0.14668533205986023,0.25296515226364136,0.9803733825683594
Batch_734,0.12449761480093002,0.21786224842071533,0.9796428680419922
Batch_735,0.18349036574363708,0.30778226256370544,0.9793872833251953
Batch_736,0.13059186935424805,0.22911669313907623,0.9793205261230469
Batch_737,0.14255061745643616,0.24876654148101807,0.9782352447509766
Batch_738,0.1568673849105835,0.2664063572883606,0.9798927307128906
Batch_739,0.22422586381435394,0.36480408906936646,0.9807491302490234
Batch_740,0.17887768149375916,0.29869556427001953,0.9811134338378906
Batch_741,0.16248729825019836,0.27708619832992554,0.9801368713378906
Batch_742,0.17418831586837769,0.2953210771083832,0.9809741973876953
Batch_743,0.15348637104034424,0.2651571035385132,0.9835891723632812
Batch_744,0.14415442943572998,0.25174760818481445,0.9794502258300781
Batch_745,0.14996345341205597,0.2583007216453552,0.9782657623291016
Batch_746,0.16044746339321136,0.2721060812473297,0.9804286956787109
Batch_747,0.247728168964386,0.39378148317337036,0.9818363189697266
Batch_748,0.18172064423561096,0.295206755399704,0.9797115325927734
Batch_749,0.13396146893501282,0.234201580286026,0.9802017211914062
Batch_750,0.1463456153869629,0.24700221419334412,0.9815864562988281
Batch_751,0.16616961359977722,0.283371239900589,0.9784278869628906
Batch_752,0.2321767508983612,0.37637239694595337,0.9840316772460938
Batch_753,0.1808093786239624,0.29982635378837585,0.9789810180664062
Batch_754,0.15521740913391113,0.26750311255455017,0.98052978515625
Batch_755,0.21136146783828735,0.3463658094406128,0.9793853759765625
Batch_756,0.1487634927034378,0.2515791058540344,0.9790229797363281
Batch_757,0.17730531096458435,0.29146748781204224,0.9821605682373047
Batch_758,0.16767951846122742,0.28455013036727905,0.9838085174560547
Batch_759,0.20198404788970947,0.3332488536834717,0.9818744659423828
Batch_760,0.1661602258682251,0.279136061668396,0.9817466735839844
Batch_761,0.17416422069072723,0.2915593683719635,0.9791584014892578
Batch_762,0.12356836348772049,0.21743381023406982,0.9781780242919922
Batch_763,0.1692562699317932,0.2871195077896118,0.9800510406494141
Batch_764,0.14935728907585144,0.2574731111526489,0.9796886444091797
Batch_765,0.17622661590576172,0.29783767461776733,0.9811325073242188
Batch_766,0.1574716866016388,0.26981353759765625,0.9826431274414062
Batch_767,0.18548449873924255,0.3109816014766693,0.9804821014404297
Batch_768,0.14118102192878723,0.24401170015335083,0.9794120788574219
Batch_769,0.1414303034543991,0.2466663271188736,0.9799022674560547
Batch_770,0.2531956136226654,0.4027300477027893,0.9812602996826172
Batch_771,0.15523526072502136,0.2612094581127167,0.9791984558105469
Batch_772,0.12302826344966888,0.21586063504219055,0.9794025421142578
Batch_773,0.1764187514781952,0.2950305640697479,0.9805469512939453
Batch_774,0.21363350749015808,0.34978023171424866,0.9813575744628906
Batch_775,0.1721905916929245,0.28746265172958374,0.9823074340820312
Batch_776,0.15614710748195648,0.2685886025428772,0.9803600311279297
Batch_777,0.10808533430099487,0.1908605843782425,0.9794979095458984
Batch_778,0.15121561288833618,0.26040661334991455,0.9800834655761719
Batch_779,0.18091896176338196,0.30364006757736206,0.9811973571777344
Batch_780,0.17250469326972961,0.2929159998893738,0.9827747344970703
Batch_781,0.13937711715698242,0.24000954627990723,0.9801445007324219
Batch_782,0.1991984248161316,0.330519437789917,0.9817943572998047
Batch_783,0.15927839279174805,0.2727060914039612,0.9810256958007812
Batch_784,0.1291748583316803,0.22586177289485931,0.9770030975341797
Batch_785,0.17688237130641937,0.2973090410232544,0.9789180755615234
Batch_786,0.16170017421245575,0.27435922622680664,0.9799346923828125
Batch_787,0.13561749458312988,0.23319239914417267,0.979156494140625
Batch_788,0.09269114583730698,0.16639494895935059,0.9786357879638672
Batch_789,0.19924311339855194,0.330666184425354,0.9803695678710938
Batch_790,0.17786762118339539,0.2955325245857239,0.9788379669189453
Batch_791,0.13479146361351013,0.22820472717285156,0.9802989959716797
Batch_792,0.25956547260284424,0.4092738926410675,0.9831047058105469
Batch_793,0.1441788226366043,0.2516491711139679,0.9790592193603516
Batch_794,0.1634569764137268,0.2773347795009613,0.9813613891601562
Batch_795,0.17818307876586914,0.2960255742073059,0.9801845550537109
Batch_796,0.1345459669828415,0.23429712653160095,0.9811286926269531
Batch_797,0.2164124846458435,0.35574087500572205,0.9831104278564453
Batch_798,0.19657102227210999,0.3211733102798462,0.9836215972900391
Batch_799,0.20557065308094025,0.3401530981063843,0.9794254302978516
Batch_800,0.19140538573265076,0.308366596698761,0.9804172515869141
Batch_801,0.16334614157676697,0.27654165029525757,0.9786052703857422
Batch_802,0.13420003652572632,0.2347583770751953,0.9807243347167969
Batch_803,0.21710306406021118,0.3557988107204437,0.9789505004882812
Batch_804,0.20754513144493103,0.34063804149627686,0.9803466796875
Batch_805,0.15421485900878906,0.262734591960907,0.9791069030761719
Batch_806,0.16477662324905396,0.2708924114704132,0.9807262420654297
Batch_807,0.19462141394615173,0.32163095474243164,0.9803638458251953
Batch_808,0.12736643850803375,0.222971111536026,0.9788055419921875
Batch_809,0.19351430237293243,0.320921391248703,0.9802703857421875
Batch_810,0.19338251650333405,0.3159151077270508,0.9823169708251953
Batch_811,0.19757935404777527,0.32742658257484436,0.9814548492431641
Batch_812,0.1156148612499237,0.2041010558605194,0.9781303405761719
Batch_813,0.15806853771209717,0.27232271432876587,0.9799919128417969
Batch_814,0.16965246200561523,0.2867507040500641,0.9798774719238281
Batch_815,0.18332518637180328,0.30588793754577637,0.9789218902587891
Batch_816,0.24891579151153564,0.39548778533935547,0.9847908020019531
Batch_817,0.11551859974861145,0.200174480676651,0.9796543121337891
Batch_818,0.16193339228630066,0.277469277381897,0.9796180725097656
Batch_819,0.1626620888710022,0.27756309509277344,0.9818363189697266
Batch_820,0.17807114124298096,0.2988693118095398,0.9782161712646484
Batch_821,0.1158568263053894,0.20506903529167175,0.9809722900390625
Batch_822,0.15773513913154602,0.2701232135295868,0.9807319641113281
Batch_823,0.17971107363700867,0.30137181282043457,0.9816932678222656
Batch_824,0.1407419741153717,0.2453020215034485,0.9793109893798828
Batch_825,0.181517094373703,0.3053838014602661,0.9807758331298828
Batch_826,0.1263582855463028,0.2211374044418335,0.9788780212402344
Batch_827,0.17517274618148804,0.2972171902656555,0.9792766571044922
Batch_828,0.1298545002937317,0.22415268421173096,0.9819927215576172
Batch_829,0.16596171259880066,0.28274691104888916,0.9827919006347656
Batch_830,0.20144639909267426,0.3324631154537201,0.9797096252441406
Batch_831,0.1345173567533493,0.2352144718170166,0.9800815582275391
Batch_832,0.18494752049446106,0.309753954410553,0.9800777435302734
Batch_833,0.1996130347251892,0.3300648331642151,0.9805393218994141
Batch_834,0.1597282588481903,0.2733609080314636,0.9778900146484375
Batch_835,0.12671414017677307,0.2189938873052597,0.9789466857910156
Batch_836,0.1707383394241333,0.28853654861450195,0.9813747406005859
Batch_837,0.19694682955741882,0.3247196674346924,0.9786663055419922
Batch_838,0.17415298521518707,0.2961033880710602,0.980865478515625
Batch_839,0.20532657206058502,0.33589985966682434,0.9798870086669922
Batch_840,0.18248078227043152,0.30426833033561707,0.9803428649902344
Batch_841,0.17758741974830627,0.29819992184638977,0.9824542999267578
Batch_842,0.1574171781539917,0.27192842960357666,0.9809303283691406
Batch_843,0.14735840260982513,0.25226029753685,0.9808769226074219
Batch_844,0.1863546073436737,0.31263357400894165,0.9795951843261719
Batch_845,0.12733417749404907,0.22428449988365173,0.9799003601074219
Batch_846,0.2026585191488266,0.3364061117172241,0.9816722869873047
Batch_847,0.17954592406749725,0.30206674337387085,0.9814453125
Batch_848,0.19863922894001007,0.3300888240337372,0.98193359375
Batch_849,0.2288047969341278,0.3673296570777893,0.9834346771240234
